name,parent,href,n_sub
Contact Center Software,Call &amp; Contact Center Software,https://www.g2.com/categories/contact-center-6bd42d00-19c7-4b5f-932e-b59c7b734b66,0
Contact Center Knowledge Base Software,Call &amp; Contact Center Software,https://www.g2.com/categories/contact-center-knowledge-base,0
Contact Center Quality Assurance Software,Call &amp; Contact Center Software,https://www.g2.com/categories/contact-center-quality-assurance,0
Contact Center Workforce Software,Call &amp; Contact Center Software,https://www.g2.com/categories/contact-center-workforce,0
Speech Analytics Software,Call &amp; Contact Center Software,https://www.g2.com/categories/speech-analytics,0
Co-Browsing Software,Customer Service Software,https://www.g2.com/categories/co-browsing,0
Complaint Management Software,Customer Service Software,https://www.g2.com/categories/complaint-management,0
Conversational Support Software,Customer Service Software,https://www.g2.com/categories/conversational-support,0
Customer Communications Management Software,Customer Service Software,https://www.g2.com/categories/customer-communications-management,0
Customer Education Software,Customer Service Software,https://www.g2.com/categories/customer-education,0
Customer Success Software,Customer Service Software,https://www.g2.com/categories/customer-success,0
Digital Customer Service Platforms,Customer Service Software,https://www.g2.com/categories/digital-customer-service-platforms,0
Employee Monitoring Software,Customer Service Software,https://www.g2.com/categories/employee-monitoring,0
Enterprise Feedback Management Software,Customer Service Software,https://www.g2.com/categories/enterprise-feedback-management,0
Experience Management Software,Customer Service Software,https://www.g2.com/categories/experience-management,0
Feedback Analytics Software,Customer Service Software,https://www.g2.com/categories/feedback-analytics,0
Field Service Management Software,Customer Service Software,https://www.g2.com/categories/field-service-management,0
Other Customer Service Software,Customer Service Software,https://www.g2.com/categories/other-customer-service,0
Proactive Notification Software,Customer Service Software,https://www.g2.com/categories/proactive-notification,0
Consent Management Platforms,Data Privacy Software,https://www.g2.com/categories/consent-management-platform-cmp,0
Cookie Tracking Software,Data Privacy Software,https://www.g2.com/categories/cookie-tracking,0
Data Breach Notification Software,Data Privacy Software,https://www.g2.com/categories/data-breach-notification,0
Data De-identification and Pseudonymity Software,Data Privacy Software,https://www.g2.com/categories/data-de-identification-and-pseudonymity,0
Data Privacy Management Software,Data Privacy Software,https://www.g2.com/categories/data-privacy-management,0
Data Subject Access Request (DSAR) Software,Data Privacy Software,https://www.g2.com/categories/data-subject-access-request-dsar,0
Identity Verification Software,Data Privacy Software,https://www.g2.com/categories/identity-verification,0
Other Privacy Software,Data Privacy Software,https://www.g2.com/categories/other-privacy,0
Privacy Impact Assessment (PIA) Software,Data Privacy Software,https://www.g2.com/categories/privacy-impact-assessment-pia,0
Privacy Policy Generator Software,Data Privacy Software,https://www.g2.com/categories/privacy-policy-generator,0
Sensitive Data Discovery Software,Data Privacy Software,https://www.g2.com/categories/sensitive-data-discovery,0
Virtual Tour Software,Design Software,https://www.g2.com/categories/virtual-tour,0
3D Design Software,Design Software,https://www.g2.com/categories/3d-design,3
3D Modeling Software,3D Design Software,https://www.g2.com/categories/3d-modeling,0
3D Painting Software,3D Design Software,https://www.g2.com/categories/3d-painting,0
3D Rendering Software,3D Design Software,https://www.g2.com/categories/3d-rendering,0
Audio Editing Software,Design Software,https://www.g2.com/categories/audio-editing,0
Creative Portfolio Management Software,Design Software,https://www.g2.com/categories/creative-portfolio-management,0
Diagramming Software,Design Software,https://www.g2.com/categories/diagramming,0
Display Ad Design Software,Design Software,https://www.g2.com/categories/display-ad-design,0
Font Management Software,Design Software,https://www.g2.com/categories/font-management,0
Graphic Design Software,Design Software,https://www.g2.com/categories/graphic-design,4
Desktop Publishing Software,Graphic Design Software,https://www.g2.com/categories/desktop-publishing,0
Drawing Software,Graphic Design Software,https://www.g2.com/categories/drawing,0
Flipbook Software,Graphic Design Software,https://www.g2.com/categories/flipbook,0
Vector Graphics Software,Graphic Design Software,https://www.g2.com/categories/vector-graphics,0
Other Design Software,Design Software,https://www.g2.com/categories/other-design,0
Photography Software,Design Software,https://www.g2.com/categories/photography,2
Photo Editing Software,Photography Software,https://www.g2.com/categories/photo-editing,0
Photo Management Software,Photography Software,https://www.g2.com/categories/photo-management,0
Podcast Hosting Platforms,Design Software,https://www.g2.com/categories/podcast-hosting,0
Software Design Software,Design Software,https://www.g2.com/categories/software-design,4
Prototyping Software,Software Design Software,https://www.g2.com/categories/prototyping,0
Software Design Platforms Software,Software Design Software,https://www.g2.com/categories/software-design-platforms,0
Web Design Software,Software Design Software,https://www.g2.com/categories/web-design,0
Wireframing Software,Software Design Software,https://www.g2.com/categories/wireframing,0
Stock Media Software,Design Software,https://www.g2.com/categories/stock-media,3
Stock Footage Software,Stock Media Software,https://www.g2.com/categories/stock-footage,0
Stock Music Software,Stock Media Software,https://www.g2.com/categories/stock-music,0
Stock Photos Websites,Stock Media Software,https://www.g2.com/categories/stock-photos,0
Video Software,Design Software,https://www.g2.com/categories/video,9
Animation Software,Video Software,https://www.g2.com/categories/animation,0
Live Stream Software,Video Software,https://www.g2.com/categories/live-stream,0
Live Stream Broadcasting Software,Video Software,https://www.g2.com/categories/live-stream-broadcasting,0
Other Video Software,Video Software,https://www.g2.com/categories/other-video,0
OTT Platforms,Video Software,https://www.g2.com/categories/ott-platforms,0
Video Editing Software,Video Software,https://www.g2.com/categories/video-editing,0
Video Effects Software,Video Software,https://www.g2.com/categories/video-effects,0
Video Email Software,Video Software,https://www.g2.com/categories/video-email,0
Video Hosting Software,Video Software,https://www.g2.com/categories/video-hosting,0
Web Font Marketplaces,Design Software,https://www.g2.com/categories/web-font-marketplace,0
Cloud Platform as a Service (PaaS) Software,Development Software,https://www.g2.com/categories/cloud-platform-as-a-service-paas,0
Integrated Development Environments (IDE),Development Software,https://www.g2.com/categories/integrated-development-environments-ide,6
C/C++ Integrated Development Environments (IDE),Integrated Development Environments (IDE),https://www.g2.com/categories/c-c-integrated-development-environments-ide,0
Java Integrated Development Environments (IDE) ,Integrated Development Environments (IDE),https://www.g2.com/categories/java-integrated-development-environments-ide,0
.NET Integrated Development Environments (IDE),Integrated Development Environments (IDE),https://www.g2.com/categories/net-integrated-development-environments-ide,0
Other Integrated Development Environments (IDE),Integrated Development Environments (IDE),https://www.g2.com/categories/other-integrated-development-environments-ide,0
PHP Integrated Development Environments (IDE),Integrated Development Environments (IDE),https://www.g2.com/categories/php-integrated-development-environments-ide,0
Python Integrated Development Environments (IDE),Integrated Development Environments (IDE),https://www.g2.com/categories/python-integrated-development-environments-ide,0
Software Testing Tools,Development Software,https://www.g2.com/categories/software-testing,0
Help Authoring Tools (HAT),Development Software,https://www.g2.com/categories/help-authoring-tool-hat,0
Other Development Software,Development Software,https://www.g2.com/categories/other-development,0
API Design Tools,Development Software,https://www.g2.com/categories/api-design,0
API Management Tools,Development Software,https://www.g2.com/categories/api-management,0
API Marketplaces,Development Software,https://www.g2.com/categories/api-marketplace,0
Application Development Software,Development Software,https://www.g2.com/categories/application-development,5
ALM Software Suites,Application Development Software,https://www.g2.com/categories/alm-software-suites,0
Application Development Platforms ,Application Development Software,https://www.g2.com/categories/application-development-platforms,0
Java development Tools Software,Application Development Software,https://www.g2.com/categories/java-development-tools,0
Mobile Development Software,Application Development Software,https://www.g2.com/categories/mobile-development,11
Mobile Development Platforms,Mobile Development Software,https://www.g2.com/categories/mobile-development-platforms,0
Drag and Drop App Builder Software,Mobile Development Software,https://www.g2.com/categories/drag-and-drop-app-builder,0
Mobile Development Frameworks,Mobile Development Software,https://www.g2.com/categories/mobile-development-frameworks,0
Mobile Backend-as-a-Service (mBaaS) Software,Mobile Development Software,https://www.g2.com/categories/mobile-backend-as-a-service-mbaas,0
Mobile App Debugging Tools,Mobile Development Software,https://www.g2.com/categories/mobile-app-debugging,0
Mobile App Testing Software,Mobile Development Software,https://www.g2.com/categories/mobile-app-testing,0
Communication Platform as a Service (cPaaS) Platforms,Mobile Development Software,https://www.g2.com/categories/communication-platform-as-a-service,0
Enterprise App Store Software,Mobile Development Software,https://www.g2.com/categories/enterprise-app-store,0
Mobile Analytics Software,Mobile Development Software,https://www.g2.com/categories/mobile-analytics,2
Mobile App Analytics Tools,Mobile Analytics Software,https://www.g2.com/categories/mobile-app-analytics,0
Mobile Crash Reporting Software,Mobile Analytics Software,https://www.g2.com/categories/mobile-crash-reporting,0
Mobile App Optimization Software,Mobile Development Software,https://www.g2.com/categories/mobile-app-optimization,0
Other Mobile Development Software,Mobile Development Software,https://www.g2.com/categories/other-mobile-development,0
Rapid Application Development (RAD) Software,Application Development Software,https://www.g2.com/categories/rapid-application-development-rad,3
Low-Code Development Platforms,Rapid Application Development (RAD) Software,https://www.g2.com/categories/low-code-development-platforms,0
No-Code Development Platforms,Rapid Application Development (RAD) Software,https://www.g2.com/categories/no-code-development-platforms,0
Workplace Innovation Platforms,Rapid Application Development (RAD) Software,https://www.g2.com/categories/workplace-innovation-platforms,0
Component Libraries Software,Development Software,https://www.g2.com/categories/component-libraries,0
Continuous Testing Platforms Software,Development Software,https://www.g2.com/categories/continuous-testing-platforms,0
Crowd Testing Tools,Development Software,https://www.g2.com/categories/crowd-testing-tools,0
Data Visualization Libraries Software,Development Software,https://www.g2.com/categories/data-visualization-libraries,0
DevOps Software,Development Software,https://www.g2.com/categories/devops,9
Bug Tracking Software,DevOps Software,https://www.g2.com/categories/bug-tracking,0
Application Release Orchestration (ARO) Tools,DevOps Software,https://www.g2.com/categories/application-release-orchestration,0
Automation Testing,DevOps Software,https://www.g2.com/categories/automation-testing,0
Batch Management Software,DevOps Software,https://www.g2.com/categories/batch-management,0
CI/CD Tools,DevOps Software,https://www.g2.com/categories/ci-cd-tools,6
Continuous Delivery Software,CI/CD Tools,https://www.g2.com/categories/continuous-delivery,0
Continuous Integration Tools,CI/CD Tools,https://www.g2.com/categories/continuous-integration,0
Build Automation Software,CI/CD Tools,https://www.g2.com/categories/build-automation,0
Configuration Management Software,CI/CD Tools,https://www.g2.com/categories/configuration-management,0
Other Continuous Delivery Software,CI/CD Tools,https://www.g2.com/categories/other-continuous-delivery,0
Cloud Infrastructure Automation Software,CI/CD Tools,https://www.g2.com/categories/cloud-infrastructure-automation,0
Containerization Software,DevOps Software,https://www.g2.com/categories/containerization,8
Container Engine Software,Containerization Software,https://www.g2.com/categories/container-engine,0
Container Management Software,Containerization Software,https://www.g2.com/categories/container-management,0
Container Monitoring Software,Containerization Software,https://www.g2.com/categories/container-monitoring,0
Container Networking Software,Containerization Software,https://www.g2.com/categories/container-networking,0
Container Orchestration Software,Containerization Software,https://www.g2.com/categories/container-orchestration,0
Container Registry Software,Containerization Software,https://www.g2.com/categories/container-registry,0
Runtime Software,Containerization Software,https://www.g2.com/categories/runtime,0
Service Discovery Software,Containerization Software,https://www.g2.com/categories/service-discovery,0
DevOps Platforms,DevOps Software,https://www.g2.com/categories/devops-platforms,0
Source Code Management Software,DevOps Software,https://www.g2.com/categories/source-code-management,4
Version Control Systems,Source Code Management Software,https://www.g2.com/categories/version-control-systems,0
Peer Code Review Software,Source Code Management Software,https://www.g2.com/categories/peer-code-review,0
Version Control Clients,Source Code Management Software,https://www.g2.com/categories/version-control-clients,0
Version Control Hosting Software,Source Code Management Software,https://www.g2.com/categories/version-control-hosting,0
Value Stream Management Software,DevOps Software,https://www.g2.com/categories/value-stream-management,0
Editor Software,Development Software,https://www.g2.com/categories/editor,2
Text Editor Software,Editor Software,https://www.g2.com/categories/text-editor,0
WYSIWYG Editors,Editor Software,https://www.g2.com/categories/wysiwyg-editors,0
Feature Management Software,Development Software,https://www.g2.com/categories/feature-management,0
Game Development Software,Development Software,https://www.g2.com/categories/game-development,4
Audio Engine Software,Game Development Software,https://www.g2.com/categories/audio-engine,0
Game Engine Software,Game Development Software,https://www.g2.com/categories/game-engine,0
Gaming Tools ,Game Development Software,https://www.g2.com/categories/gaming-tools,0
Physics Engine Software,Game Development Software,https://www.g2.com/categories/physics-engine,0
Geofencing Software,Development Software,https://www.g2.com/categories/geofencing,0
IP Address Intelligence Software,Development Software,https://www.g2.com/categories/ip-address-intelligence,0
Load Testing Software,Development Software,https://www.g2.com/categories/load-testing,0
Portals Software,Development Software,https://www.g2.com/categories/portals,0
Product Management Software,Development Software,https://www.g2.com/categories/product-management,0
Release Notes Management Software,Development Software,https://www.g2.com/categories/release-notes-management,0
Repository Management Software,Development Software,https://www.g2.com/categories/repository-management,0
Requirements Management Software,Development Software,https://www.g2.com/categories/requirements-management,0
Software Development Analytics Tools,Development Software,https://www.g2.com/categories/software-development-analytics-tools,0
Software Localization Tools,Development Software,https://www.g2.com/categories/software-localization-tools,0
Test Management Software,Development Software,https://www.g2.com/categories/test-management,0
User Research Repositories,Development Software,https://www.g2.com/categories/user-research-repositories,0
Video Platform as a Service (VPaaS) Software,Development Software,https://www.g2.com/categories/video-platform-as-a-service-vpaas,0
Web Frameworks,Development Software,https://www.g2.com/categories/web-frameworks,5
Other Web Frameworks Software,Web Frameworks,https://www.g2.com/categories/other-web-frameworks,0
JavaScript Web Frameworks,Web Frameworks,https://www.g2.com/categories/javascript-web-frameworks,0
Java Web Frameworks,Web Frameworks,https://www.g2.com/categories/java-web-frameworks,0
PHP Web Frameworks,Web Frameworks,https://www.g2.com/categories/php-web-frameworks,0
Python Web Frameworks,Web Frameworks,https://www.g2.com/categories/python-web-frameworks,0
WebOps Platforms,Development Software,https://www.g2.com/categories/webops-platforms,0
Ad Intelligence Software,Digital Advertising Platforms,https://www.g2.com/categories/ad-intelligence,0
Ad Network Software,Digital Advertising Platforms,https://www.g2.com/categories/ad-network,0
Advertiser Campaign Management Software,Digital Advertising Platforms,https://www.g2.com/categories/advertiser-campaign-management,10
Creative Management Platforms,Advertiser Campaign Management Software,https://www.g2.com/categories/creative-management-platforms,0
Cross-Channel Advertising Software,Advertiser Campaign Management Software,https://www.g2.com/categories/cross-channel-advertising,0
Demand Side Platform (DSP),Advertiser Campaign Management Software,https://www.g2.com/categories/demand-side-platform-dsp,0
Digital Audio Advertising Software,Advertiser Campaign Management Software,https://www.g2.com/categories/digital-audio-advertising,0
Display Advertising Software,Advertiser Campaign Management Software,https://www.g2.com/categories/display-advertising,0
Mobile Advertising Software,Advertiser Campaign Management Software,https://www.g2.com/categories/mobile-advertising,0
Native Advertising Software,Advertiser Campaign Management Software,https://www.g2.com/categories/native-advertising,0
Search Advertising Software,Advertiser Campaign Management Software,https://www.g2.com/categories/search-advertising,0
Social Media Advertising Software,Advertiser Campaign Management Software,https://www.g2.com/categories/social-media-advertising,0
Video Advertising Software,Advertiser Campaign Management Software,https://www.g2.com/categories/video-advertising,0
Click Fraud Software,Digital Advertising Platforms,https://www.g2.com/categories/click-fraud,0
Data Management Platforms (DMP),Digital Advertising Platforms,https://www.g2.com/categories/data-management-platform-dmp,0
Identity Resolution Software,Digital Advertising Platforms,https://www.g2.com/categories/identity-resolution,0
Other Digital Advertising Software,Digital Advertising Platforms,https://www.g2.com/categories/other-digital-advertising,0
Paid Search Intelligence Software,Digital Advertising Platforms,https://www.g2.com/categories/paid-search-intelligence,0
Publisher Ad Management Software,Digital Advertising Platforms,https://www.g2.com/categories/publisher-ad-management,5
App Monetization Software,Publisher Ad Management Software,https://www.g2.com/categories/app-monetization,0
Other Publisher Management Software,Publisher Ad Management Software,https://www.g2.com/categories/other-publisher-management,0
Publisher Ad Server Software,Publisher Ad Management Software,https://www.g2.com/categories/publisher-ad-server,0
Search Monetization Platforms,Publisher Ad Management Software,https://www.g2.com/categories/search-monetization,0
Supply Side Platforms (SSP),Publisher Ad Management Software,https://www.g2.com/categories/supply-side-platform-ssp,0
Retail Media Advertising Platforms,Digital Advertising Platforms,https://www.g2.com/categories/retail-media-advertising-platforms,0
Retargeting Software,Digital Advertising Platforms,https://www.g2.com/categories/retargeting,0
Microsoft Implementers and Consultants,Ecosystem Service Providers,https://www.g2.com/categories/microsoft-implementers-and-consultants,0
Salesforce Implementers and Consultants,Ecosystem Service Providers,https://www.g2.com/categories/salesforce-implementers-and-consultants,0
Procurement Software,ERP Software,https://www.g2.com/categories/procurement,7
Accounts Payable (AP) &amp; Spend Analysis Software,Procurement Software,https://www.g2.com/categories/accounts-payable-ap-and-spend-analysis,0
Procure to Pay Software,Procurement Software,https://www.g2.com/categories/procure-to-pay,0
Purchasing Software,Procurement Software,https://www.g2.com/categories/purchasing,0
RFP Software,Procurement Software,https://www.g2.com/categories/rfp,0
Spend Management Software,Procurement Software,https://www.g2.com/categories/spend-management,0
Strategic Sourcing Software,Procurement Software,https://www.g2.com/categories/strategic-sourcing,0
Vendor Management Software,Procurement Software,https://www.g2.com/categories/vendor-management,0
3D Parts Catalog Software,ERP Software,https://www.g2.com/categories/3d-parts-catalog,0
Accounting & Finance Software,ERP Software,https://www.g2.com/categories/accounting-finance,0
Order Management Software,Accounting &amp; Finance Software,https://www.g2.com/categories/order-management,0
Accounting Software,Accounting &amp; Finance Software,https://www.g2.com/categories/accounting,0
Accounting Practice Management Software,Accounting &amp; Finance Software,https://www.g2.com/categories/accounting-practice-management,0
Accounts Receivable Automation Software,Accounting &amp; Finance Software,https://www.g2.com/categories/accounts-receivable-automation,0
Accounts Payable Automation Software,Accounting &amp; Finance Software,https://www.g2.com/categories/ap-automation,0
Billing Software,Accounting &amp; Finance Software,https://www.g2.com/categories/billing,0
Budgeting and Forecasting Software,Accounting &amp; Finance Software,https://www.g2.com/categories/budgeting-and-forecasting,0
Cash Flow Management Software,Accounting &amp; Finance Software,https://www.g2.com/categories/cash-flow-management,0
Corporate Performance Management (CPM) Software,Accounting &amp; Finance Software,https://www.g2.com/categories/corporate-performance-management-cpm,0
Corporate Tax Software,Accounting &amp; Finance Software,https://www.g2.com/categories/corporate-tax,0
Credit and Collections Software,Accounting &amp; Finance Software,https://www.g2.com/categories/credit-and-collections,0
Enterprise Payment Software,Accounting &amp; Finance Software,https://www.g2.com/categories/enterprise-payment,0
Financial Analysis Software,Accounting &amp; Finance Software,https://www.g2.com/categories/financial-analysis,0
Financial Audit Software,Accounting &amp; Finance Software,https://www.g2.com/categories/financial-audit,0
Financial Close Software,Accounting &amp; Finance Software,https://www.g2.com/categories/financial-close,0
Foreign Exchange Software,Accounting &amp; Finance Software,https://www.g2.com/categories/foreign-exchange,0
Invoice Management Software,Accounting &amp; Finance Software,https://www.g2.com/categories/invoice-management,0
Other Finance &amp; Admin. Software,Accounting &amp; Finance Software,https://www.g2.com/categories/other-finance-admin,0
Remittance &amp; Money Transfer Software,Accounting &amp; Finance Software,https://www.g2.com/categories/remittance-money-transfer,0
Revenue Management Software,Accounting &amp; Finance Software,https://www.g2.com/categories/revenue-management,0
Sales Tax and VAT Compliance Software,Accounting &amp; Finance Software,https://www.g2.com/categories/sales-tax-and-vat-compliance,0
Travel &amp; Expense Software,Accounting &amp; Finance Software,https://www.g2.com/categories/travel-expense,3
Travel Management Software,Travel &amp; Expense Software,https://www.g2.com/categories/travel-management,0
Expense Management Software,Travel &amp; Expense Software,https://www.g2.com/categories/expense-management,0
Mileage Tracking Software,Travel &amp; Expense Software,https://www.g2.com/categories/mileage-tracking,0
Treasury Management Software,Accounting &amp; Finance Software,https://www.g2.com/categories/treasury-management,0
Advanced Planning and Scheduling (APS) Software,ERP Software,https://www.g2.com/categories/advanced-planning-and-scheduling-aps,0
Asset Management Software,ERP Software,https://www.g2.com/categories/asset-management-f3e79baa-6f93-4d40-b734-16e9b562fc14,0
Facility Management Software,Asset Management  Software,https://www.g2.com/categories/facility-management,0
Asset Leasing Software,Asset Management  Software,https://www.g2.com/categories/asset-leasing,0
Asset Performance Management Software,Asset Management  Software,https://www.g2.com/categories/asset-performance-management,0
Asset Tracking Software,Asset Management  Software,https://www.g2.com/categories/asset-tracking,0
Calibration Software,Asset Management  Software,https://www.g2.com/categories/calibration,0
CMMS Software,Asset Management  Software,https://www.g2.com/categories/cmms,0
Enterprise Asset Management (EAM) Software,Asset Management  Software,https://www.g2.com/categories/enterprise-asset-management-eam,0
Predictive Maintenance Software,Asset Management  Software,https://www.g2.com/categories/predictive-maintenance,0
Tool Tracking Software,Asset Management  Software,https://www.g2.com/categories/tool-tracking,0
Business Activity Monitoring Software,ERP Software,https://www.g2.com/categories/business-activity-monitoring,0
Business Plan Software,ERP Software,https://www.g2.com/categories/business-plan,0
Discrete ERP Software,ERP Software,https://www.g2.com/categories/discrete-erp,0
Distribution ERP Software,ERP Software,https://www.g2.com/categories/distribution-erp,0
Document Generation Software,ERP Software,https://www.g2.com/categories/document-generation,0
"Environmental, Quality and Safety Management Software",ERP Software,https://www.g2.com/categories/environmental-quality-and-safety-management,0
Environmental Health and Safety Software,"Environmental, Quality and Safety Management  Software",https://www.g2.com/categories/environmental-health-and-safety,0
Inspection Management Software,"Environmental, Quality and Safety Management  Software",https://www.g2.com/categories/inspection-management,0
Occupational Health and Safety (OHS) Software,"Environmental, Quality and Safety Management  Software",https://www.g2.com/categories/occupational-health-and-safety-ohs,0
Quality Management Systems (QMS),"Environmental, Quality and Safety Management  Software",https://www.g2.com/categories/quality-management-qms,0
Specification Management Software,"Environmental, Quality and Safety Management  Software",https://www.g2.com/categories/specification-management,0
Equity Management Software,ERP Software,https://www.g2.com/categories/equity-management,0
ERP Systems,ERP Software,https://www.g2.com/categories/erp-systems,0
ETO ERP Software,ERP Software,https://www.g2.com/categories/eto-erp,0
Industrial IoT Software,ERP Software,https://www.g2.com/categories/industrial-iot,0
Job Shop Management Software,ERP Software,https://www.g2.com/categories/job-shop-management,0
Manufacturing Execution System (MES) Software,ERP Software,https://www.g2.com/categories/manufacturing-execution-system,0
Manufacturing Intelligence Software,ERP Software,https://www.g2.com/categories/manufacturing-intelligence,0
Mixed Mode ERP Software,ERP Software,https://www.g2.com/categories/mixed-mode-erp,0
Process ERP Software,ERP Software,https://www.g2.com/categories/process-erp,0
Professional Services Automation Software,ERP Software,https://www.g2.com/categories/professional-services-automation,0
Project-Based ERP Software,ERP Software,https://www.g2.com/categories/project-based-erp,0
"Project, Portfolio & Program Management Software",ERP Software,https://www.g2.com/categories/project-portfolio-program-management,0
Capital Project Management Software,"Project, Portfolio &amp; Program Management Software",https://www.g2.com/categories/capital-project-management,0
Client Onboarding Software,"Project, Portfolio &amp; Program Management Software",https://www.g2.com/categories/client-onboarding,0
Earned Value Management Software,"Project, Portfolio &amp; Program Management Software",https://www.g2.com/categories/earned-value-management,0
Kanban Project Management Software,"Project, Portfolio &amp; Program Management Software",https://www.g2.com/categories/kanban-project-management,0
Project and Portfolio Management Software,"Project, Portfolio &amp; Program Management Software",https://www.g2.com/categories/project-and-portfolio-management,0
Project Collaboration Software,"Project, Portfolio &amp; Program Management Software",https://www.g2.com/categories/project-collaboration,0
Project Cost Management Software,"Project, Portfolio &amp; Program Management Software",https://www.g2.com/categories/project-cost-management,0
Project Management Software,"Project, Portfolio &amp; Program Management Software",https://www.g2.com/categories/project-management,0
Project Management Tools Software,"Project, Portfolio &amp; Program Management Software",https://www.g2.com/categories/project-management-tools,0
Resource Management Software,"Project, Portfolio &amp; Program Management Software",https://www.g2.com/categories/resource-management,0
Strategic Planning Software,"Project, Portfolio &amp; Program Management Software",https://www.g2.com/categories/strategic-planning,0
Task Management Software,"Project, Portfolio &amp; Program Management Software",https://www.g2.com/categories/task-management,0
Work Management Software,"Project, Portfolio &amp; Program Management Software",https://www.g2.com/categories/work-management,0
Smart Buildings Software,ERP Software,https://www.g2.com/categories/smart-buildings,0
Strategy And Innovation Roadmapping Tools,ERP Software,https://www.g2.com/categories/strategy-and-innovation-roadmapping-tools,0
Supervisory Control and Data Acquisition (SCADA) Software,ERP Software,https://www.g2.com/categories/supervisory-control-and-data-acquisition-scada,0
Systems Engineering & MBSE Tools,ERP Software,https://www.g2.com/categories/systems-engineering-and-mbse,0
Tools for ERP Software,ERP Software,https://www.g2.com/categories/tools-for-erp,0
Warranty Management Software,ERP Software,https://www.g2.com/categories/warranty-management,0
Anti Money Laundering Software,"Governance, Risk & Compliance Software",https://www.g2.com/categories/anti-money-laundering,0
Audit Management Software,"Governance, Risk & Compliance Software",https://www.g2.com/categories/audit-management,0
Business Continuity Management Software,"Governance, Risk & Compliance Software",https://www.g2.com/categories/business-continuity-management,0
Call Compliance Software,"Governance, Risk & Compliance Software",https://www.g2.com/categories/call-compliance,0
Corporate Entity Management Software,"Governance, Risk & Compliance Software",https://www.g2.com/categories/corporate-entity-management,0
Disclosure Management Software,"Governance, Risk & Compliance Software",https://www.g2.com/categories/disclosure-management,0
Ethics And Compliance LMS,"Governance, Risk & Compliance Software",https://www.g2.com/categories/ethics-and-compliance-learning,0
GRC Platforms,"Governance, Risk & Compliance Software",https://www.g2.com/categories/grc-platforms,0
GRC Tools,"Governance, Risk & Compliance Software",https://www.g2.com/categories/grc-tools,0
Investigation Management Software,"Governance, Risk & Compliance Software",https://www.g2.com/categories/investigation-management,0
Operational Risk Management Software,"Governance, Risk & Compliance Software",https://www.g2.com/categories/operational-risk-management,0
Policy Management Software,"Governance, Risk & Compliance Software",https://www.g2.com/categories/policy-management,0
Regulatory Change Management Software,"Governance, Risk & Compliance Software",https://www.g2.com/categories/regulatory-change-management,0
Security Compliance Software,"Governance, Risk & Compliance Software",https://www.g2.com/categories/security-compliance,0
Third Party & Supplier Risk Management Software,"Governance, Risk & Compliance Software",https://www.g2.com/categories/third-party-supplier-risk-management,0
Batteries,Greentech Providers,https://www.g2.com/categories/batteries,0
Battery Storage Systems Providers,Greentech Providers,https://www.g2.com/categories/battery-storage-systems,0
Content Delivery Network (CDN) Software,Hosting Providers,https://www.g2.com/categories/content-delivery-network-cdn,0
Domain Registration Providers,Hosting Providers,https://www.g2.com/categories/domain-registration,0
Enterprise Content Delivery Network (eCDN) Software,Hosting Providers,https://www.g2.com/categories/enterprise-content-delivery-network-ecdn,0
Managed DNS Providers Software,Hosting Providers,https://www.g2.com/categories/managed-dns-providers,0
Managed Hosting Providers,Hosting Providers,https://www.g2.com/categories/managed-hosting,0
Other Hosting Services Providers,Hosting Providers,https://www.g2.com/categories/other-hosting-services,0
Virtual Private Servers (VPS) Providers,Hosting Providers,https://www.g2.com/categories/virtual-private-servers-vps,0
Web Hosting Providers,Hosting Providers,https://www.g2.com/categories/web-hosting,0
HRMS & HCM Software,HR Software,https://www.g2.com/categories/human-resource-management-systems,0
Talent Management Software,HR Software,https://www.g2.com/categories/talent-management,14
Recruiting Software,Talent Management Software,https://www.g2.com/categories/recruiting,13
Talent Acquisition Suites Software,Recruiting Software,https://www.g2.com/categories/talent-acquisition-suites,4
Recruitment Marketing Platforms,Talent Acquisition Suites Software,https://www.g2.com/categories/recruitment-marketing,0
Applicant Tracking Systems (ATS),Talent Acquisition Suites Software,https://www.g2.com/categories/applicant-tracking-systems-ats,0
Onboarding Software,Talent Acquisition Suites Software,https://www.g2.com/categories/onboarding,0
Recruitment Platforms Software,Talent Acquisition Suites Software,https://www.g2.com/categories/recruitment-platforms,0
Video Interviewing Software,Recruiting Software,https://www.g2.com/categories/video-interviewing,0
Pre-Employment Screening Software,Recruiting Software,https://www.g2.com/categories/pre-employment-screening,5
Pre-Employment Testing Software,Pre-Employment Screening Software,https://www.g2.com/categories/pre-employment-testing,0
Reference Check Software,Pre-Employment Screening Software,https://www.g2.com/categories/reference-check,0
Background Check Software,Pre-Employment Screening Software,https://www.g2.com/categories/background-check,0
Drug Testing Software,Pre-Employment Screening Software,https://www.g2.com/categories/drug-testing,0
Technical Skills Screening Software,Pre-Employment Screening Software,https://www.g2.com/categories/technical-skills-screening,0
Other Recruiting Software,Recruiting Software,https://www.g2.com/categories/other-recruiting,0
Candidate Relationship Management Software,Recruiting Software,https://www.g2.com/categories/candidate-relationship-management,0
Diversity Recruiting Software,Recruiting Software,https://www.g2.com/categories/diversity-recruiting,0
Employee Referral Software,Recruiting Software,https://www.g2.com/categories/employee-referral,0
Interview Scheduling Software,Recruiting Software,https://www.g2.com/categories/interview-scheduling,0
